"x","cust_id","device_name","line","released","sex","pronouns","emoji_modifier","income","Population","age"
12224,"a51171e7-f756-4056-857e-14796792e95c","Active Alpha","Active",2020-12-30,"Female","she/her",NA,50227,1704694,82.2520547945205
12225,"a513e142-217f-43d9-b965-84bcfae54708","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",65829,2731571,38.3150684931507
12226,"a51516e6-1e05-4ff3-a948-d33c70cb88cd","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",65829,2731571,41.7493075829029
12227,"a5165218-237b-4624-9756-0c402277203b","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",65829,2731571,39
12228,"a51c2ce0-4c62-42f0-9acb-4abb83f33767","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",65829,2731571,57.4187064900067
12229,"a51c79b1-c804-46f8-a461-ef4d67762194","Run 875","Run",2019-09-12,"Male","he/him",NA,65327,631486,38.2849315068493
12230,"a521be41-b813-43ce-b1b7-a127759bc78d","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FB",85981,934243,45.6345534845423
12231,"a5244a85-1501-424d-bcf2-0acc0427c136","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FC",83018,721599,22.2684931506849
12232,"a529aee6-8398-47ee-89fa-34f704f9a136","Run BE","Run",2020-11-20,"Female","she/her",NA,50227,1704694,36.5315068493151
12233,"a52b7dc2-115c-46bb-9fff-ac8e8fef14ff","Active Alpha","Active",2020-12-30,"Female","she/her",NA,50227,1704694,69.0958904109589
12234,"a535227a-d174-48b1-872d-44dcb8551d7b","Run ON","Run",2021-12-04,"Male","he/him",NA,68402,705244,38.4301369863014
12235,"a542b11e-4a51-4b3e-be92-f15e444dbab4","Run BE","Run",2020-11-20,"Male","she/her","U+1F3FB",85981,934243,50.3917808219178
12236,"a548d1c4-0399-47a3-859a-06505daf3649","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",69024,536917,27.8054794520548
12237,"a5505cbb-2920-40bf-8d94-cbcc7bfa4d57","Advance 2","Advance",2021-07-08,"Female","she/her",NA,65829,2731571,57.6044988397335
12238,"a5518262-ad2a-4ca9-a5ce-f24e296bc54a","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FB",50227,1704694,42.0575342465753
12239,"a5529533-1f3a-4e61-8164-b7fc3c6e094b","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FD",68213,40902,66.1123287671233
12240,"a5565184-cc2d-4906-b15a-f1b0e5a53a3a","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FC",87225,932546,70.7780821917808
12241,"a5574c91-0af4-4453-9028-7f10c4574845","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FF",65829,2731571,25.0575342465753
12242,"a55b3816-f79a-4af4-93a7-f6e818a4e2d8","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FD",69553,403131,66.1452054794521
12243,"a55c4aea-9de7-413b-ab84-dfd551ccd0e9","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",65829,2731571,36.1315068493151
12244,"a55e971d-0a84-4760-b31b-af563331e180","Run ON","Run",2021-12-04,"Female","she/her",NA,77494,517887,54.8
12245,"a55f6c5e-ceb2-4361-acef-9a2aa38deb0e","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FD",65829,2731571,42.8
12246,"a55ff95b-6e26-4b1e-b049-1ad96d1097d5","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",89028,328966,68.2438356164384
12247,"a56242f7-d2f6-46fe-bde5-842b6dd97474","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",83018,721599,63.0109589041096
12248,"a5670e1a-f05e-4b70-adcf-fb5101eda350","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FE",97334,1239220,48.3753424657534
12249,"a56a56c7-301e-428e-b2bb-1e6c418ea189","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,37.7657010255259
12250,"a56ae981-2509-4b88-a5b7-e7fbf10d40ea","Advance","Advance",2020-08-20,"Male","he/him",NA,65829,2731571,61.2328767123288
12251,"a56ba4ad-9d68-48c6-bfc8-d518e78f9523","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",50227,1704694,47.7945205479452
12252,"a56c0119-f9e6-49af-aef9-412a8264c1ea","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",50227,1704694,47.6520547945205
12253,"a5701e8c-617a-4296-99ec-4cecd36d734a","Run ON","Run",2021-12-04,"Male","he/him",NA,87225,932546,53.2547720637772
12254,"a5709fb7-a028-493b-8d00-59bb96906e4e","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FD",58127,81032,22.8575342465753
12255,"a5743f70-331f-4a4c-90a4-2a304bbdc783","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",83018,721599,27.7397260273973
12256,"a5799826-a486-432d-8223-937a895b435f","Run 7","Run",2018-03-09,"Female","she/her",NA,65829,2731571,26.3452054794521
12257,"a588b025-612f-4e3b-86f0-8471c344d408","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",65829,2731571,35.6465753424658
12258,"a58c8bba-fb1f-4b54-8c28-23e60b482e39","Advance 2","Advance",2021-07-08,"Female","she/her",NA,68402,705244,55.6465753424658
12259,"a58e2b1b-2fe7-4491-ad0c-e84cded56876","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FE",85981,934243,39.7753424657534
12260,"a58fa9b9-20af-4abe-83a6-3e4cefa51754","Active HR","Active",2019-10-13,"Male","he/him","U+1F3FB",85981,934243,34.2986301369863
12261,"a590e5ea-8772-4309-b03f-491804f27d3b","Advance 2","Advance",2021-07-08,"Male","she/her","U+1F3FD",65327,631486,23.2958904109589
12262,"a5962c85-c861-4ee4-b24d-e94c07ddc373","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FF",50227,1704694,54.7643835616438
12263,"a598a05b-d6f7-4f32-8655-a118b26e766f","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",50227,1704694,33.2875589490231
12264,"a59e96cb-6957-4449-af5b-3c37c5dcf0d3","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,55.5123287671233
12265,"a5a39edc-d541-41c5-9ad3-7f1059aff53e","Run BE","Run",2020-11-20,"Female","she/her",NA,60727,88071,35.3123287671233
12266,"a5a3d653-3856-4d88-b9b2-df620403daea","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FB",97334,1239220,50.2438356164384
12267,"a5a4bbc5-ee41-42fe-a9df-7fb554589844","Run 875","Run",2019-09-12,"Male","he/him","U+1F3FD",79001,246376,39.8712328767123
12268,"a5a81704-f1d9-4dec-ab1f-069f34a3e361","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",87225,932546,41.4706190583127
12269,"a5aaa29b-d811-4992-9b64-f2c839f0f014","Run 875","Run",2019-09-12,"Female","she/her","U+1F3FC",65829,2731571,30.7643835616438
12270,"a5b16e0b-0551-431f-b0dc-6edce0f1c28a","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",50227,1704694,47.0082191780822
12271,"a5b57bb8-a258-413e-9a62-ab1c631fbdb1","Active Alpha","Active",2020-12-30,"Male","he/him",NA,65829,2731571,63.6328767123288
12272,"a5b998bb-8ab7-4943-b44a-5e77eac8d001","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",69553,403131,39.6438356164384
12273,"a5ba3fe5-792d-4720-81ec-fdab53405254","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",65829,2731571,56.8712328767123
12274,"a5c0b615-b75a-4a8e-bedf-4b2a58a38e80","Run BE","Run",2020-11-20,"Male","he/him",NA,97334,1239220,69.0657534246575
12275,"a5c1fb77-88f9-4f93-9a3d-5f298422ccf1","iDOL","iDOL",2018-08-24,"Female","she/her",NA,105351,306233,62.772602739726
12276,"a5c651cb-8391-4f62-b62e-2e26f2432950","Advance 2","Advance",2021-07-08,"Female","she/her",NA,97334,1239220,85.2054794520548
12277,"a5c683af-2f40-4ba7-aeb4-49910ba74b66","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FC",87225,932546,50.6767123287671
12278,"a5c69623-367c-46da-bcc7-f809ab4c8e27","Run BE","Run",2020-11-20,"Female","he/him",NA,65829,2731571,90.1369863013699
12279,"a5c90d47-3cdc-4e81-8698-e0d91b630850","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",65829,2731571,54.7890410958904
12280,"a5cab73d-159d-431e-b216-0b404e3574a5","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",83018,721599,86.7287671232877
12281,"a5cb5052-3ff1-464c-bfba-3d3e17fdf5d6","Advance","Advance",2020-08-20,"Male","he/him",NA,68402,705244,64.8767123287671
12282,"a5cee894-93c1-4de2-85b1-78a97fa12168","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FE",59881,531902,24.1342465753425
12283,"a5cf4923-048f-425c-b4f6-b0f3e816060e","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FF",68402,705244,65.5307283479302
12284,"a5d005da-fdcf-418c-80c6-d97ecbb5d773","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65829,2731571,31.9890410958904
12285,"a5d4162f-181f-46c4-a6f7-3a16d656a2f0","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",83018,721599,36.8904109589041
12286,"a5dc6da2-3040-4617-b029-c9b909c626a9","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",87225,932546,30.4986301369863
12287,"a5e03b7f-6d31-4bf3-8b03-0b5caec9d9cf","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FF",50227,1704694,59.1753424657534
12288,"a5e42a64-659c-4d99-9100-b708f4c7f06c","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FC",65829,2731571,68.7808219178082
12289,"a5e6496e-5e23-420d-8a23-531f3fe2bb3a","Advance 2","Advance",2021-07-08,"Female","she/her",NA,62011,383822,62.8164383561644
12290,"a5eaa0b7-2b68-46b7-b173-9ca047cda047","Advance 2","Advance",2021-07-08,"Female","she/her",NA,65829,2731571,83.5178082191781
12291,"a5ec0566-345b-4b3d-a1d1-9531b21f82ff","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FC",69553,403131,55.9178082191781
12292,"a5edc733-75bd-493d-a782-f3671b1be69e","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",50227,1704694,45.8039523916461
12293,"a5f2abb4-53d4-4250-921e-ceea83324b23","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",59881,531902,58.6767123287671
12294,"a5f53341-7bf7-4056-9b1c-a5f8d92bb1bd","Run ON","Run",2021-12-04,"Female","she/her",NA,85981,934243,64.7150684931507
12295,"a5f70b7c-d1eb-4022-8261-6561241fdc2c","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",65327,631486,48.3315068493151
12296,"a5f750ed-fd37-4507-99ca-6313e22d4e2a","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FE",59881,531902,19.3753424657534
12297,"a5f777e5-e0a1-4b39-97a9-2293f51986d7","Advance 2","Advance",2021-07-08,"Male","he/him",NA,50227,1704694,43.8986301369863
12298,"a6035200-fe27-49ca-a745-45bff6fd31b8","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FB",69024,536917,21.8849315068493
12299,"a607049b-85f0-4168-b800-79cfe10f9c46","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,49.6536791676024
12300,"a6075f0e-74bc-445d-8682-9e9049730e46","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FB",77984,131794,23.5534246575342
12301,"a608d4ec-bb1e-4064-adfe-b3d95ee98c71","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FD",65829,2731571,51.6219178082192
12302,"a60b7f8a-341d-4264-8e42-0fa91b6ed004","Advance","Advance",2020-08-20,"Female","she/her",NA,65327,631486,85.7055917359084
12303,"a6124aae-e65a-4ad0-80ec-bf308ceb7fb5","Run ON","Run",2021-12-04,"Female","she/her",NA,97334,1239220,48.4438356164384
12304,"a61274d4-6ff6-496d-a40a-28ca84cb9ff3","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",65829,2731571,32.841095890411
12305,"a617a6f2-5da4-4ac1-a7d2-928fda81bc2b","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",65829,2731571,20.158904109589
12306,"a618c0ec-be93-431e-8dc6-21f65010c350","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65829,2731571,84.5534246575343
12307,"a61b46f5-d1bd-4080-baf6-cb23dce728dc","Run 875","Run",2019-09-12,"Female","she/her","U+1F3FF",55450,217188,44.0794520547945
12308,"a61bbb4a-d40f-4c72-ab8a-7121979558f3","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",85981,934243,69.2902911894603
12309,"a62911f4-01e5-4acb-89f0-6d9b3ef0538a","Run ON","Run",2021-12-04,"Male","he/him",NA,65829,2731571,29.3831873643237
12310,"a62d3a22-79d3-432d-8309-2ab435894c43","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",87225,932546,70.9424657534247
12311,"a6302cf6-f765-4fbe-be85-6af454942985","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FF",65829,2731571,44.5068493150685
12312,"a6324286-00da-4b14-bcb9-e82b11f37381","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",50227,1704694,66.8876712328767
12313,"a6324f38-3d57-4982-8f35-3f58de988df4","Run ON","Run",2021-12-04,"Male","they/them","U+1F3FE",97334,1239220,67.3095890410959
12314,"a6339c75-2f83-41f6-9908-3e3cb26eb0a8","Advance 2","Advance",2021-07-08,"Male","he/him",NA,87225,932546,69.9870125009357
12315,"a639bddc-7887-49bc-a111-66309c360097","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FF",65829,2731571,51.9342465753425
12316,"a6447068-a0c8-402a-bda6-faa8afae8915","Active Alpha","Active",2020-12-30,"Female","she/her",NA,65829,2731571,63.1123287671233
12317,"a650ff3a-aa23-473d-97e4-4f6daba21004","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FF",65829,2731571,21.0739726027397
12318,"a652446f-f1b1-4df0-b988-7fa5d995a245","Run ON","Run",2021-12-04,"Male","he/him","U+1F3FF",65829,2731571,27.0493150684932
12319,"a65929ee-4a10-48f6-9ba5-d3ec400f4af3","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FE",50227,1704694,49.1369863013699
12320,"a65997af-108e-438a-97f0-1b9d257d1778","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",70216,422993,65.7219851785313
12321,"a659b546-ba96-4279-831b-251628e4e1b3","Advance","Advance",2020-08-20,"Female","she/her",NA,87290,593638,29.9651545774384
12322,"a6620b9e-4a38-4caa-bde3-3e4b06f33ee1","Run ON","Run",2021-12-04,"Female","she/her",NA,50227,1704694,52.1424657534247
12323,"a662910b-d144-4d26-9a0d-89bcaa175d60","Run BE","Run",2020-11-20,"Female","she/her",NA,65829,2731571,73.0602739726027
12324,"a668afe0-e789-4f70-99a6-42f8d87340ba","Active","Active",2019-10-13,"Male","he/him","U+1F3FB",62011,383822,34.8356164383562
12325,"a6690cfb-9feb-4f7a-84f4-f7d15db72fbb","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FB",65829,2731571,38.572602739726
12326,"a6694f77-4915-48a7-a063-7db85d76a66b","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FB",79001,246376,48.5917808219178
12327,"a66a3b5a-6d60-4bd8-b506-c6ad69c92804","Run ON","Run",2021-12-04,"Male","he/him",NA,65829,2731571,54.3178082191781
12328,"a66e909d-cd95-4016-879a-d61a92ede5fe","Advance","Advance",2020-08-20,"Male","he/him",NA,68402,705244,66.7095890410959
12329,"a67177b7-fc17-4008-ac0a-7d45c49ebc64","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FC",87225,932546,38.3506849315068
12330,"a6746751-30d6-40c8-8a76-d863a212b2ea","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FF",69553,403131,51.7397260273973
12331,"a67ae16c-3d97-44f4-83b7-14af40d195ea","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FB",97334,1239220,59.6958904109589
12332,"a67b0eb7-f5bf-4f52-9ea8-07c4ef258ec3","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",50227,1704694,44.9205479452055
12333,"a67b2ff8-e4e2-4b91-abdb-4a1b17f98aa6","Active","Active",2019-10-13,"Male","he/him","U+1F3FF",59881,531902,40.9397260273973
12334,"a67c121b-3274-4626-a475-64e62def7f0d","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FB",65829,2731571,50.2849315068493
12335,"a685206a-9675-4bd9-a51d-c378e195a6c8","Active","Active",2019-10-13,"Female","she/her","U+1F3FF",65829,2731571,27.6027397260274
12336,"a68a14df-9009-42e2-9da2-bb787174da1d","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",77494,517887,17.8340070364548
12337,"a68d8138-0876-4ffb-bdbb-94152edf4335","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FC",51042,21341,25.4105097686953
12338,"a68f069f-4914-48d9-9180-b9097984f7f3","Active","Active",2019-10-13,"Female","she/her","U+1F3FB",97334,1239220,71.6301369863014
12339,"a697a6cb-55df-462a-9d25-20d6fba91d66","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",58626,239700,30.8520547945205
12340,"a69eb34a-2120-4a78-975a-4c14e203dfb7","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FE",65829,2731571,67.7232876712329
12341,"a69f7d63-d4fd-4abf-a069-46708d0be423","Advance","Advance",2020-08-20,"Male","he/him",NA,97334,1239220,51.6602739726027
12342,"a6a29da1-3f20-4561-a231-7b13ff908108","Advance","Advance",2020-08-20,"Male","he/him","U+1F3FC",97334,1239220,62.8602739726027
12343,"a6b51968-9e11-45e7-bc97-7568fbdbc4b5","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",59881,531902,67.8027397260274
12344,"a6bd202d-3a78-4bd0-a978-a10194eb7015","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FE",65829,2731571,73.7356463807171
12345,"a6bf3371-2609-474c-9803-a0aa6846c5ce","Run ON","Run",2021-12-04,"Female","she/her",NA,65829,2731571,56.5068493150685
12346,"a6c416fa-9e47-4d44-810d-a5ea0f75093b","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",97334,1239220,38.1232876712329
12347,"a6c45840-98ba-4a91-9177-09ff6482147f","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",67248,35926,50.5205479452055
12348,"a6c927d1-d186-4f35-a21b-209a1a823793","iDOL","iDOL",2018-08-24,"Male","he/him",NA,85981,934243,34.4465753424658
12349,"a6ced5b1-06d5-49f1-8f3c-238c76e90aab","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",85981,934243,50.6986301369863
12350,"a6cee3f5-65e6-4f6a-b19d-50224f017759","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FF",50227,1704694,71.5945205479452
12351,"a6d17a04-974d-49c0-a8e9-569cef15d747","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",65829,2731571,42.7835616438356
12352,"a6d3ba32-df4e-411b-9beb-e0acee25369a","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FC",65829,2731571,46.758904109589
12353,"a6d71942-6362-4a3a-8210-37c370cdefaa","Run 7 Plus","Run",2018-03-09,"Male","he/him",NA,83018,721599,56.8849315068493
12354,"a6dcfd82-998e-4cb7-9493-e396b04bfd27","Run ON","Run",2021-12-04,"Male","he/him",NA,87225,932546,52.2575342465753
12355,"a6dfe46d-52c3-4300-a6a6-849e95687797","Run 875 X","Run",2019-09-12,"Male","he/him",NA,51462,46130,32.0191780821918
12356,"a6e07bd6-9833-455b-91ec-b175929c68c3","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FD",85981,934243,36.0958904109589
12357,"a6e0be5a-d77c-4fbc-95d1-806f1bf5b659","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",65829,2731571,34.441095890411
12358,"a6e38ddf-d93a-446a-ae77-5963b6a15c2a","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FB",65829,2731571,38.2876712328767
12359,"a6e6cce7-0a08-47ac-8c42-837be6475715","Run 875","Run",2019-09-12,"Female","she/her",NA,85981,934243,32.1643835616438
12360,"a6edb87b-a70e-41e1-b066-8727c62df88e","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FE",69024,536917,55.4520547945205
12361,"a6eef917-1010-449c-b310-2ab9faeba861","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65829,2731571,61.2820944681488
12362,"a6f51139-8a7d-4008-9b1e-45090bf4b107","Advance","Advance",2020-08-20,"Female","she/her",NA,85981,934243,37.6891982932854
12363,"a6f57854-c9d3-4c48-bcbe-5f381ca3fb4d","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FE",65829,2731571,48.0602739726027
12364,"a6f6b715-0486-4732-b230-9e58f9e79d37","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",65327,631486,22.9013698630137
12365,"a702f5d2-12c7-4b73-b2a0-fffa3570c114","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",69024,536917,28.427397260274
12366,"a704d1ef-f421-467d-aa06-3a928a92a014","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FE",50227,1704694,65.8941163260723
12367,"a70a8dbe-c31f-4c06-b7d0-08b8f7776072","Run 875 X","Run",2019-09-12,"Male","he/him","U+1F3FC",65829,2731571,23.4876712328767
12368,"a70faafc-72be-42ed-ba55-c90a13489bed","Run ON","Run",2021-12-04,"Male","he/him",NA,85981,934243,37.6099633206078
12369,"a70ffa33-ed88-43a5-851d-6e2832853cb1","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FB",69553,403131,52.6958904109589
12370,"a7135ce6-6e76-4096-86eb-1a5f37b25e7c","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FB",87225,932546,52.0575342465753
12371,"a719d2bc-5017-4192-915b-03c28cc61552","Active","Active",2019-10-13,"Female","she/her","U+1F3FD",77757,129920,25.768433265963
12372,"a71f70b0-62d9-4588-8b42-bb5d63aa6994","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FF",50227,1704694,26.6602739726027
12373,"a723acf3-3cab-4152-8fde-fc590790af67","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",44555,49349,26.2849315068493
12374,"a727d415-be45-4c75-950d-592a7113bd60","Run BE","Run",2020-11-20,"Female","she/her",NA,96949,119677,68.6520547945206
12375,"a727ea41-f496-4cc2-98a4-0d31f2fb4444","Advance 2","Advance",2021-07-08,"Female","she/her",NA,75690,74003,44.8602739726027
12376,"a7298b25-5e9f-4624-83f2-bced3363a129","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FE",50227,1704694,70.1780821917808
12377,"a72db14e-58b3-45c8-b99f-3579285d7967","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FD",50227,1704694,57.2738977468373
12378,"a733de59-d1d2-4463-810b-e7241d8c1c80","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FF",59881,531902,67.2602739726027
12379,"a73a3dc2-0b2e-4ce7-998d-f552b9b198b3","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65829,2731571,46.6821917808219
12380,"a7410ce6-92b3-4f2c-97b1-2d3f98a2c309","Advance","Advance",2020-08-20,"Female","she/her",NA,68402,705244,49.0246575342466
12381,"a74116ae-13bd-4701-81c7-56756914f299","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FC",68402,705244,61.7711655064002
12382,"a7458008-7579-457e-885a-f799b58dd564","Run BE","Run",2020-11-20,"Female","she/her",NA,97334,1239220,71.4986301369863
12383,"a746f059-fc66-44f7-91e3-63abe684a35f","Run BE","Run",2020-11-20,"Female","she/her",NA,85981,934243,53.9842802604985
12384,"a747e5f1-2db8-4853-ae87-0a7ff7a54f98","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FE",113666,193832,19.7342465753425
12385,"a749a4e3-fc75-4efa-a4c7-90300bc80854","Active Alpha","Active",2020-12-30,"Male","he/him","U+1F3FE",65829,2731571,27.8931506849315
12386,"a74a1f79-0455-4a50-99d3-4f4ffa5f5e61","Advance","Advance",2020-08-20,"Male","he/him",NA,65829,2731571,22.2191780821918
12387,"a74ecbe3-3640-4579-8974-5bab656403ef","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",68402,705244,54.5041095890411
12388,"a751a9b0-e4f5-4d4f-ae2d-d4dcfecae445","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FF",68402,705244,23.9315068493151
12389,"a756dd18-d2df-4c07-b546-6965b818a84e","Run BE","Run",2020-11-20,"Female","he/him","U+1F3FD",65829,2731571,44.6328767123288
12390,"a7615b35-190f-4960-aec0-e937d7c268d8","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FF",69024,536917,69.4651545774384
12391,"a76a403d-173c-47d5-a548-ca039cb98f90","Advance 2","Advance",2021-07-08,"Female","she/her",NA,65829,2731571,63.3698630136986
12392,"a76c9a14-8616-4ff6-bb89-b8dcb754cc6d","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FD",64737,232755,47.6301369863014
12393,"a76e4214-7ccd-4975-9d5c-ed553dd0f876","Active Alpha","Active",2020-12-30,"Female","she/her",NA,65829,2731571,34.6219178082192
12394,"a771f2cb-ed2c-4f92-8fa0-246db2c9d29d","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FE",87225,932546,50.3424657534247
12395,"a772a459-9bf3-4b20-9ea2-f04f07783abe","Run ON","Run",2021-12-04,"Female","she/her",NA,65829,2731571,30.7479452054795
12396,"a773ab99-2e54-4ccc-876c-936b001c48b4","Advance 2","Advance",2021-07-08,"Male","he/him","U+1F3FD",62011,383822,70.5534246575343
12397,"a77930f7-3cb2-40d5-a40d-22fcccbb5f97","Advance","Advance",2020-08-20,"Female","she/her","U+1F3FB",85981,934243,34.5780821917808
12398,"a77fe44d-7c74-4e3b-9348-7f4aa7be7784","Active","Active",2019-10-13,"Male","he/him","U+1F3FE",97334,1239220,54.5671232876712
12399,"a78133e2-d491-4a32-b293-65252668ca43","Advance 2","Advance",2021-07-08,"Male","he/him",NA,65327,631486,33.0164383561644
12400,"a7833fc8-eedd-41a4-b191-0d200710b17c","Run BE","Run",2020-11-20,"Female","she/her","U+1F3FD",77494,517887,47.7123287671233
12401,"a7869539-0877-4ec2-b086-05ff16963963","iDOL","iDOL",2018-08-24,"Female","she/her",NA,69024,536917,32.6219178082192
12402,"a786c42d-c3bf-4cca-a15a-73896415bd9a","Advance 2","Advance",2021-07-08,"Female","she/her","U+1F3FF",59881,531902,39.5479452054795
12403,"a788aa8f-8c57-4522-b8b6-cf17c49c25b8","Active Alpha","Active",2020-12-30,"Female","she/her","U+1F3FE",65327,631486,28.3972602739726
12404,"a7977307-c7ee-4fde-b9e3-9d2edec8e7c4","Run ON","Run",2021-12-04,"Female","she/her","U+1F3FC",81832,215106,41.6591436484767
12405,"a7981358-8283-4b93-8c89-2a2413c9a811","Advance 2","Advance",2021-07-08,"Male","he/him",NA,50227,1704694,52.7534246575342
12406,"a79d24b0-6e44-43d3-9e65-69da48c9917b","Run BE","Run",2020-11-20,"Male","he/him","U+1F3FC",65829,2731571,22.7424657534247
12407,"a7a78ca4-234f-4829-bd77-6d6eb4a9acd5","Run 875","Run",2019-09-12,"Female","she/her","U+1F3FB",65829,2731571,50.9506849315068
